id,cabinet_id,party_id,pm,data_source,description,comment
1057,417,940,0,reuters,,
1058,417,1053,0,reuters,,
1059,417,86,0,reuters,,
1060,417,837,0,reuters,,
1061,417,547,0,reuters,,
1062,417,1327,1,reuters,,
1063,432,1053,0,,,
1064,432,837,0,,,
1065,417,1146,0,reuters,,
1066,432,547,1,,,
1067,432,1327,0,,,
1068,868,940,1,,,
1069,868,1193,0,,,
1070,868,1146,0,,,
1071,800,940,0,,,
1072,800,1193,1,,,
1073,800,1146,0,,,
1074,371,1193,1,,,
1075,665,837,0,"afp, ejpr",,
1076,665,1193,1,"afp, ejpr",,
1077,665,462,0,"afp, ejpr",,
1078,211,837,0,ejpr,,
1079,211,1193,1,ejpr,,
1080,211,1382,0,ejpr,,
1081,840,837,0,,,
1082,840,1193,1,,,
1083,840,1382,0,,,
1084,770,837,0,ejpr,,
1085,770,1193,1,ejpr,,
1086,595,42,1,,,
1087,434,526,1,,,
1088,434,1368,0,,,
1089,201,278,0,,New party group formed during the legislative term.,
1090,201,526,1,,,
1091,235,759,0,conrad,,
1092,235,526,0,conrad,,
1093,235,239,0,conrad,,
1094,235,1557,0,conrad,,
1095,235,203,0,conrad,,
1096,235,1042,0,conrad,,
1097,377,759,0,conrad,,
1098,377,526,0,conrad,,
1099,377,239,0,conrad,,
1100,377,1557,0,conrad,,
1101,377,203,0,conrad,,
1102,878,759,0,conrad,,
1103,878,526,0,conrad,,
1104,878,239,0,conrad,,
1105,878,521,1,conrad,,
1106,2,526,0,conrad,,
1107,2,1368,0,conrad,,
1108,2,521,1,conrad,,
1109,682,526,1,,,
1110,682,521,0,,,
1111,682,550,0,,,
1112,110,526,0,mue-rom,,
1113,110,811,1,mue-rom,,
1114,110,521,0,mue-rom,,
1115,23,526,1,,,
1116,23,811,0,,,
1117,23,521,0,,,
1118,23,550,0,,,
1119,661,466,0,,,
1120,661,1518,1,,,
1121,661,521,0,,,
1122,661,1043,0,rferl,LPP withdraws from coaltion on 28 January 2004 after the dismissal of Ainars Slesers as deputy prime minister on 26 January.,
1123,153,466,1,,,
1124,153,811,0,,,
1125,153,1043,0,,,
1126,228,466,0,,,
1127,228,1518,0,,,
1128,228,811,1,,,
1129,228,1043,0,,,
1130,546,48,0,,,
1131,684,519,1,,,
1132,811,519,1,,,
1133,91,519,1,,,
1134,47,887,0,,,
1135,47,675,0,,,
1136,47,1045,1,,,
1137,444,675,0,,,
1138,444,1045,1,,,
1139,735,675,0,,,
1140,735,1045,1,,,
1141,304,856,0,,,
1142,304,378,1,mue-rom,,
1143,405,856,0,,,
1144,287,1277,1,,,
1145,287,1438,0,,,
1146,287,581,0,,,
1147,287,856,0,,,
1148,340,701,0,,,
1149,340,1234,1,,,
1150,174,151,0,,,
1151,174,701,0,,,
1152,174,967,0,,,
1153,174,1234,1,,,
1154,395,967,0,,,
1155,395,1234,1,,,
1156,799,967,0,,,
1157,799,1234,1,,,
1158,360,701,0,,,
1159,360,1234,1,,,
1160,532,701,0,,,
1161,532,1234,1,,,
1162,500,701,0,,,
1163,500,1234,1,,,
1164,544,701,0,"mueller, nyt",LSAP ministers left government after CSV joined a vote of non-confidence against an LSAP minister.,
1165,544,1234,1,,,
1166,832,967,0,,,
1167,832,1234,1,,,
1168,491,701,0,,,
1169,491,1234,1,,,
1170,101,967,0,,,
1171,101,1234,1,,,
1172,655,701,0,,,
1173,655,967,1,,,
1174,27,967,0,,,
1175,27,1234,1,,,
1176,175,701,0,,,
1177,175,1234,1,,,
1178,418,701,0,,,
1179,418,1234,1,,,
1180,222,701,0,,,
1181,222,1234,1,,,
1182,621,701,0,,,
1183,621,1234,1,,,
1184,196,967,0,,,
1185,196,1234,1,,,
1186,12,701,0,,,
1187,12,1234,1,,,
1188,589,984,1,,,
1189,681,984,1,,,
1190,295,1003,1,,,
1191,816,1003,1,,,
1192,606,1003,1,,,
1193,83,1003,1,,,
1194,122,1003,1,,,
1195,3,984,1,,,
1196,881,984,1,,,
1197,299,1003,1,,,
1198,582,984,1,,,
1199,160,984,1,,,
1200,298,984,1,,,
1201,767,1451,0,,,
1202,767,1117,0,,,
1203,767,405,0,,,
1204,767,300,0,,,
1205,96,742,0,,,
1206,96,1409,0,,,
1207,96,451,1,,,
1208,128,742,1,,,
1209,128,1409,0,,VVD supported a no-confidence vote opposing colonial policy in New Guinea. The vote got no majoriy in parliament but minister of foreign affairs Dirk Stikker resigned a day later leading to the fall of the cabinet.,
1210,128,451,0,,,
1211,128,405,0,,,
1212,243,742,1,,,
1213,243,1409,0,,,
1214,243,451,0,,,
1215,243,405,0,,,
1216,366,742,1,,,
1217,366,451,0,,,
1218,366,300,0,,,
1219,366,405,0,,,
1220,761,742,1,keesings,Socialist ministers resigned on 12 December 1958 following a defeat in parliament on a vote to extend a temporary tax increase.,
1221,761,451,0,,,
1222,761,300,0,,,
1223,761,405,0,,,
1224,741,451,1,,,
1225,741,300,0,,,
1226,741,405,0,,,
1227,694,1409,0,,,
1228,694,451,1,,,
1229,694,300,0,,,
1230,694,405,0,,,
1231,35,1409,0,,,
1232,35,451,1,,,
1233,35,300,0,,,
1234,35,405,0,,,
1235,518,742,0,,,
1236,518,451,1,,,
1237,518,300,0,,,
1238,455,451,0,,,
1239,455,300,1,,,
1240,172,1409,0,,,
1241,172,451,1,,,
1242,172,300,0,,,
1243,172,405,0,,,
1244,231,1409,0,,,
1245,231,451,0,,,
1246,231,300,1,,,
1247,231,402,0,,Party left government in opposition to budget cuts.,
1248,231,405,0,,,
1249,291,1409,0,,,
1250,291,451,0,,,
1251,291,300,1,,,
1252,291,405,0,,,
1253,765,742,1,,,
1254,765,342,0,,,
1255,765,345,0,,,
1256,765,451,0,nyt,Christian Democratic (KVP and ARP) ministers announced their resignation from cabinet on 22 March 1977 leading to the resignation of the entire cabinet.,
1257,765,300,0,,Christian Democratic (KVP and ARP) ministers announced their resignation from cabinet on 22 March 1977 leading to the resignation of the entire cabinet.,
1258,563,1409,0,,,
1259,563,235,1,,,
1260,258,742,0,,Ministers left cabinet in conflict over budget cuts.,
1261,258,345,0,,,
1262,258,235,1,,,
1263,6,345,0,,,
1264,6,235,1,,,
1265,270,1409,0,,,
1266,270,235,1,,,
1267,550,1409,0,,Parliamentary group did not support tax policy decision of cabinet ('reiskostenforfait').,
1268,550,235,1,,,
1269,148,742,0,,,
1270,148,235,1,,,
1271,637,742,1,,,
1272,637,345,0,,,
1273,637,1409,0,,,
1274,749,742,1,,,
1275,749,345,0,,,
1276,749,1409,0,,,
1277,763,1409,0,,,
1278,763,235,1,,,
1279,763,456,0,,,
1280,124,345,0,w,Party group withdrew coalition support over the Ayaan Hirsi Ali identity fraud controversy.,
1281,124,1409,0,,,
1282,124,235,1,,,
1283,474,878,1,,,
1284,717,997,1,,,
1285,410,997,1,,,
1286,629,997,1,,,
1287,869,878,1,,,
1288,701,997,1,,,
1289,668,997,1,,,
1290,344,997,1,,,
1291,569,997,1,,,
1292,97,878,1,,,
1293,413,878,1,,,
1294,285,997,1,,,
1295,669,997,1,,,
1296,259,997,1,,,
1297,121,878,1,,,
1298,611,878,1,,,
1299,307,878,1,,,
1300,571,878,1,,,
1301,473,997,1,reuters,,
1302,514,997,1,,,
1303,830,997,1,,,
1304,620,891,0,,,
1305,341,997,1,reuters,,
1306,341,891,0,reuters,New Zealand First leader Winston Peters was dismissed on 14 August 1998 following disagreement over a privatization issue.,
1307,388,997,1,reuters,,
1308,212,878,1,,,
1309,212,1444,0,,,
1310,845,878,1,,,
1311,845,354,0,,,
1312,666,104,1,reg-no,,
1313,58,104,1,mueller,,
1315,487,104,1,,,
1316,221,104,1,,,
1317,53,647,0,,,
1318,53,1538,0,,,
1319,53,1435,1,,,
1320,53,702,0,,,
1321,510,104,1,,,
1322,284,647,0,,,
1323,284,1538,0,,,
1324,284,1435,0,,,
1325,284,702,1,,,
1326,14,104,1,,,
1327,822,647,0,,,
1328,822,1538,1,,,
1329,822,702,0,,,
1330,56,104,1,reg-no,,
1331,520,104,1,reg-no,,
1332,81,104,1,,,
1333,485,1435,1,,,
1334,181,1538,0,,,
1335,181,1435,1,,,
1336,181,702,0,,,
1337,394,104,1,,,
1338,94,1538,0,reg-no,,
1339,94,1435,1,reg-no,,
1340,94,702,0,"nyt, reg-no",Party opposed relaxing laws for limits on foreign ownership leading to the fall of the cabinet.,
1341,588,104,1,,,
1342,813,104,1,,,
1343,45,647,0,,,
1344,45,1538,1,,,
1345,45,702,0,,,
1346,333,104,1,,,
1347,300,647,0,,,
1348,300,1538,1,,,
1349,300,1435,0,,,
1350,728,1077,0,,,
1351,728,1216,0,,,
1352,728,822,0,,,
1353,728,108,1,,,
1354,75,1216,0,,,
1355,75,1544,1,,,
1356,75,369,0,,,
1357,75,822,0,,,
1358,132,619,0,reuters,,
1359,68,1544,0,afp,,
1360,68,726,1,afp,,
1361,68,619,0,afp,,
1362,409,629,1,,,
1363,409,664,0,,,
1364,437,629,1,,,
1365,437,664,0,,,
1366,517,1104,0,,,
1367,517,1355,1,,,
1368,357,664,0,,,
1369,322,629,1,ejpr,,
1370,322,838,0,ejpr,,
1371,322,1140,0,ejpr,Democratic Left Alliance (SLD) splinter group formed 1 April 2004.,
1372,322,664,0,ejpr,,
1373,312,528,1,,,
1374,585,725,1,,,
1375,336,725,1,,,
1376,336,251,0,keesings,CDS ministers resigned on 24 July 1978 in conflict over agricultural and health policies.,
1377,549,1273,1,,,
1378,549,251,0,,,
1379,396,1273,1,,,
1380,396,251,0,,,
1381,396,107,0,,,
1382,135,1273,1,,,
1383,135,251,0,,,
1384,135,107,0,,,
1385,689,725,1,,,
1386,689,1273,0,nyt,Party quit coalition on 14 June 1985 over economic policy.,
1387,734,1273,1,times,,
1388,718,1273,1,ap,,
1389,282,1273,1,,,
1390,265,725,1,,,
1391,5,725,1,,,
1392,381,1273,1,,,
1393,381,251,0,,,
1394,314,1000,0,,,
1395,314,1659,1,,,
1396,399,1432,0,,,
1397,399,1000,0,,,
1398,436,1432,1,,,
1399,436,1000,0,,,
1400,690,1142,1,,,
1401,690,1072,0,,,
1402,817,1415,0,mue-rom,,
1403,817,1624,0,mue-rom,,
1404,817,1432,0,mue-rom,,
1405,817,1495,1,,,
1406,26,1563,0,mue-rom,,
1407,26,1142,1,mue-rom,,
1408,26,1072,0,mue-rom,,
1409,699,1415,0,,,
1410,699,1016,0,,,
1411,699,313,1,,,
1412,699,559,0,,,
1413,547,1364,1,,,
1414,547,1432,0,"ejpr, rferl",KDH withdrew from government on 6 February 2006 over religious issues and the three KDH minsters resigned two days later.,
1415,547,559,0,,,
1416,547,1200,0,,,
1417,527,1619,0,,,
1418,527,179,0,,,
1421,527,683,1,,,
1423,9,179,0,,,
1424,9,143,0,,,
1425,9,706,0,,,
1426,9,1252,1,,,
1427,9,1619,0,,,
1428,559,179,0,bbc,Party withdrew from coalition on 8 April 1994 after the dismissal of Defence Minister Janez Jansa on 28 March.,
1429,559,706,0,,,
1430,559,1252,1,,,
1431,559,683,0,,,
1432,644,1252,1,,,
1433,644,16,0,rferl,SLS ministers announced to resign on 15 April 2000 to form a new coalition.,
1434,644,1587,0,,,
1435,768,179,0,,,
1436,768,16,1,mue-rom,,
1437,505,706,0,,,
1438,505,1252,1,,,
1439,505,16,0,,,
1440,187,706,0,,,
1441,187,1252,1,,,
1442,187,16,0,ejpr,SLS ministers resigned on 7 April 2004 due to pressure by Prime Minister Rop and following a controversial vote.,
1443,187,1587,0,,,
1444,407,179,1,mue-rom,,
1445,407,16,0,mue-rom,,
1446,407,1047,0,mue-rom,,
1447,407,1587,0,mue-rom,,
1448,205,135,1,,,
1449,539,135,1,,,
1450,406,135,1,,,
1451,238,902,1,,,
1452,834,902,1,,,
1453,37,902,1,,,
1454,654,902,1,,,
1455,370,645,1,,,
1456,309,645,1,,,
1457,806,902,1,,,
1458,543,904,1,,,
1459,628,904,1,,,
1460,361,904,1,,,
1461,361,1461,0,,,
1462,207,904,1,mueller,,
1463,219,904,1,,,
1464,137,892,0,,,
1465,137,657,0,,,
1466,137,1461,1,,,
1467,587,892,1,,,
1468,16,892,0,,,
1469,16,657,0,"keesings, nyt",Moderate (Moderaterna) ministers left cabinet on 8 May 1982 in disagreement over a tax reform agreement of coalition partners with the Social Democratic Party.,
1470,16,1461,1,,,
1471,142,892,0,,,
1472,142,1461,1,,,
1473,647,904,1,,,
1474,478,904,1,,,
1475,220,904,1,mueller,,
1476,779,892,0,,,
1477,779,282,0,,,
1478,779,657,1,,,
1479,779,1461,0,,,
1480,528,904,1,,,
1481,156,904,1,,,
1482,503,904,1,,,
1483,641,904,1,,,
1484,99,1556,1,,,
1485,88,1556,1,,,
1486,691,773,1,,,
1487,729,773,1,,,
1488,404,773,1,,,
1489,237,773,1,,,
1490,63,773,1,,,
1491,760,1556,1,,,
1492,733,1556,1,,,
1493,216,773,1,,,
1494,419,1556,1,,,
1495,7,1556,1,,,
1496,590,1556,1,,,
1497,273,773,1,,,
1498,646,773,1,,,
1499,297,773,1,,,
1500,515,773,1,,,
1501,678,773,1,,,
1502,838,1556,1,,,
1503,19,1556,1,,,
1504,516,1556,1,,,
1531,825,1629,1,mueller,,
1532,206,94,1,valt,,
1533,206,1118,0,valt,,
1534,206,585,0,valt,,
1535,772,388,1,,,
1536,772,1007,0,dhbt,Ministers left party and parliamentary group (Peter-Michael Diestel on 30 June 1990 and Hans-Wilhelm Ebeling on 2 July).,
1537,772,907,0,dhbt,Party joined CDU on 5 August 1990.,
1538,772,985,0,,Party withdrew from coalition on 19 August 1990 and its ministers resigned a day later.,
1539,772,536,0,dhbt,"Parliamentary group (DFP, LDP, FDP, [BFD]; NDPD) with 23 seats. It withdrew from the coalition on 24 July 1990 but its ministers remained in cabinet.",
1540,549,107,0,,,
1541,328,1273,0,,,
1542,328,251,1,,,
1543,328,107,0,,,
1544,495,1277,1,ejpr,,
1545,688,293,1,afp,,
1546,688,983,0,afp,,
1547,688,482,0,afp,,
1548,686,113,1,w,,
1549,686,1597,0,w,,
1550,686,1448,0,"afp, reuters",Ministers were fired on 21 May 2009 after disputes over budget cuts and unemployment benefits.,
1551,680,811,1,ejpr,,
1552,680,466,0,ejpr,,
1553,680,662,0,mue-rom,,
1554,680,521,0,ejpr,,
1555,42,662,1,mue-rom,,
1556,42,811,0,ejpr,,
1557,42,466,0,ejpr,,
1558,42,521,0,ejpr,,
1559,475,657,1,afp,,
1560,475,1461,0,afp,,
1561,475,892,0,afp,,
1562,475,282,0,afp,,
1563,693,104,1,ejpr,,
1564,693,81,0,ejpr,,
1565,693,702,0,ejpr,,
1566,788,1605,1,ejpr,,
1567,788,590,0,ejpr,,
1568,600,829,1,reuters,,
1569,260,829,1,ejpr,,
1570,260,1245,0,ejpr,,
1571,260,196,0,ejpr,,
1572,555,1342,0,ejpr,,
1573,555,1455,1,ejpr,,
1574,246,1342,1,ejpr,,
1575,558,1342,1,ejpr,,
1576,558,1006,0,ejpr,,
1577,246,1455,0,ejpr,,
1578,185,220,1,ejpr,,
1579,185,1072,0,ejpr,,
1580,185,1142,0,ejpr,,
1581,234,1411,1,,,
1582,234,184,0,,,
1583,385,1253,1,,,
1584,356,528,1,ejpr,,
1585,356,987,0,ejpr,,
1586,356,207,0,"bbc, ejpr, nyt","SRP withdrew temporarily from the coalition after PM Kaczyński dismissed deputy prime minister and SRP party leader Andrzej Lepper on 22 September 2006. Lepper was re-appointed on 16 October and the coalition continued. 
PM Kaczyński  dismissed Lepper again on 9 July 2007 following corruption allegations. Lepper threatened to withdraw the SRP from government but the party decided to remain in government. On 8 August, the interior minister Janusz Kaczmarek was fired and the coalition ended shortly after.",
1587,164,512,1,ejpr,,
1588,164,664,0,ejpr,,
1589,453,723,1,,,
1590,453,1378,0,,,
1591,453,1029,0,,,
1592,453,1192,0,,,
1593,325,1591,1,,,
1594,325,1426,0,nzz,Free Democrats voted to leave coalition on 26 April 2009 in conflict over social and economic policy.,
1597,441,972,0,"ejpr, pc",New Flemish Alliance (NVA) did not have ministers in the cabinet.,"Source: Patrick Dumont, University of Luxembourg; personal communication 30 January 2012"
1599,441,1192,0,ejpr,,
1600,264,972,1,"reuters, pc",New Flemish Alliance (NVA) did not have ministers in the cabinet and withdrew its support on 21 September 2008.,"Source: Patrick Dumont, University of Luxembourg; personal communication 30 January 2012"
1601,264,915,0,reuters,,
1602,264,1378,0,reuters,,
1603,264,1110,0,reuters,,
1604,264,1192,0,reuters,,
1605,80,1310,1,,,
1606,80,915,0,,,
1607,80,1378,0,,,
1608,80,1110,0,,,
1609,80,1192,0,,,
1610,65,235,1,,,
1611,65,1409,0,,,
1612,69,235,1,,,
1613,69,742,0,,Party left government in oppostion to foreign policy on Afganistan troop deployments,
1614,69,1206,0,,,
1615,803,706,1,sta,,
1616,803,1252,0,sta,,
1617,803,326,0,sta,"Zares demanded a cabinet reshuffle, implying a replacement of the prime minister. When its demand were not met it announced on 20 June 2011 that it would leave the coalition and its ministers resigned a week later.",
1618,803,1587,0,sta,DeSUS council decided to leave coalition on 9 May 2011 following disagreement over pension reforms. Last DeSUS minister Roko Zarnic left party on 19 May 2011.,
1619,425,1160,1,,,
1620,425,1286,0,,,
1621,425,544,0,,,
1622,118,1015,1,,,
1623,118,948,0,,,
1624,445,904,1,mueller,,
1625,256,627,0,ejpr,,
1626,277,94,1,valt,,
1627,277,1118,0,valt,,
1628,277,1062,0,valt,,
1629,277,585,0,valt,,
1630,781,904,1,mueller,,
1631,781,1461,0,mueller,,
1632,207,1461,0,mueller,Party left coalition on 22 October 1957 in conflict over a planned pension reform.,
1633,380,904,1,mueller,,
1634,208,904,1,mueller,,
1635,424,904,1,mueller,,
1636,506,904,1,mueller,,
1637,821,904,1,mueller,,
1638,577,904,1,mueller,,
1639,438,904,1,mueller,,
1640,296,904,1,mueller,,
1641,732,904,1,w,,
1642,790,1633,1,mueller,,
1643,790,1088,0,mueller,,
1644,790,1475,0,mueller,,
1645,790,1330,0,mueller,,
1646,790,83,0,mueller,,
1647,790,487,0,mueller,,
1648,798,1633,1,mueller,,
1649,554,1008,0,mueller,,
1650,767,944,1,w,,
1651,71,1605,1,c,,
1652,71,590,0,reuters,,
1653,583,973,1,"reuters, bka",,
1654,583,1013,0,"reuters, bka",Conservatives (ÖVP) withdrew from coalition on 8 July 2008 and asked to call early election. Their ministers remained in office until the next cabinet formed.,
1655,268,1013,0,"reuters, bka",,
1656,268,973,1,"reuters, bka",,
1657,119,1556,1,ejpr,,
1658,807,658,1,ejpr,,
1659,807,1058,0,ejpr,,
1660,306,1058,0,ejpr,,
1661,306,658,1,ejpr,,
1662,864,280,1,ejpr,,
1663,173,280,1,,,
1664,173,1573,0,reuters,Green party announced in November 2010 that it would leave cabinet after passing an important finance bill. They withdrew from the cabinet on 23 January 2011.,
1665,864,1573,0,ejpr,,
1666,864,651,0,ejpr,,
1667,173,651,0,iris,Progressive Democrat (PD) minister remained in cabinet as independent when party disbanded and formally dissolved on 20 November 2009.,
1668,581,47,1,ejpr,,
1669,755,1273,1,ejpr,,
1670,755,251,0,ejpr,,
1671,169,725,1,ejpr,,
1672,497,902,1,,,
1674,850,1193,1,ejpr,,
1675,850,837,0,ejpr,,
1676,679,837,0,ejpr,,
1677,679,1193,1,ejpr,,
1678,390,1193,1,ejpr,,
1679,134,1193,1,ejpr,,
1680,494,1193,1,ejpr,,
1681,494,837,0,ejpr,,
1682,390,837,0,ejpr,,
1683,134,837,0,ejpr,,
1684,463,973,1,mueller,,
1685,133,1013,1,mueller,,
1686,133,973,0,mueller,,
1687,133,769,0,"oepa, mueller",Communist withdrew from cabinet and its minister Karl Altmann resigned on 20 November 1947 over economic issues.,
1688,117,1048,1,,Democratica di Sinistra and Margherita,
1689,117,399,0,,,
1690,117,910,0,,,
1691,117,1661,0,,,"Alessandro Bianchi is coded in EJPR as independent, yet he was elected on the PDCI ticket."
1692,117,693,0,,,
1693,117,1321,0,,,
1694,117,849,0,,,
1695,163,1193,1,ejpr,,
1696,163,1382,0,ejpr,,
1697,163,837,0,ejpr,,
1698,468,984,1,,,
1699,427,878,1,,,
1700,427,354,0,,,
1701,251,997,1,,,
1703,620,997,1,ejpr,,
1704,830,917,0,ejpr,,
1705,289,572,1,afp,,
1706,289,945,0,"afp, cymail",Movement for Social Democracy (EDEK) decided to withdraw from government on 8 February 2010 in disagreement over President Christiofias' strategy on the Cyprus conflict. Its ministers resigned on 2 March (Cyprus Mail).,
1707,289,851,0,afp,,
1710,308,368,1,,,
1711,610,1255,1,,,
1712,612,1255,1,,,
1713,599,958,1,,,
1714,599,1120,0,nyt,All PSD cabinet minsters resigned on 1 October 2010 in protest against the dismissal of interior minister Dan Nica by PM Boc.,
1715,509,1015,1,,,
1716,509,419,0,,,
1717,509,948,0,,,
1718,509,5,0,keesings,Conservative Party withdrew from coalition on 3 December 2006 and its ministers resigned,
1719,538,1006,1,w,,
1720,651,1006,1,w,,
1721,651,210,0,w,,
1722,538,210,0,w,,
1723,575,544,1,,,
1724,575,1286,0,,,
1725,792,784,1,w,,
1726,714,423,1,mue-rom,,
1727,541,982,1,reuters,,
1728,348,423,1,,,
1729,64,1120,1,reuters,,
1730,162,1591,0,w,,
1731,162,1617,1,w,,
1732,36,590,0,mueller,,
1733,359,590,0,mueller,,
1734,879,1629,1,mueller,,
1735,248,1629,1,mueller,,
1736,195,590,1,mueller,,
1737,195,1605,0,mueller,,
1738,195,1324,0,mueller,,
1739,195,1331,0,mueller,,
1740,462,133,1,,,
1741,166,851,1,,,
1742,210,851,1,,,
1743,313,851,1,w,,
1744,784,572,0,w,,
1745,784,534,1,w,,
1746,351,228,1,reuters,,
1747,851,228,0,indridason,,
1748,851,1342,1,indridason,,
1749,254,228,0,indridason,,
1750,254,1342,1,indridason,,
1751,435,228,0,indridason,,
1752,435,1342,1,indridason,,
1753,435,1319,0,indridason,,
1754,839,1305,0,mue-rom,,
1755,839,761,1,mue-rom,,
1756,447,761,1,mue-rom,,
1757,447,1305,0,mue-rom,,
1758,447,648,0,mue-rom,,
1759,102,1305,0,mue-rom,,
1760,102,761,1,mue-rom,,
1761,73,888,1,reuters,,
1762,73,419,0,reuters,Democratic Party (PD) ministers resigned on 29 January 1998 in protest over the slow reform process.,
1763,73,948,0,reuters,,
1767,440,888,1,reuters,Christian Democratic ministers threatened to resign on 13 December 1999 leading to the dismissal of PM Vasile.,
1768,440,1601,0,reuters,,
1769,440,948,0,reuters,,
1773,171,948,0,reuters,,
1774,171,419,0,reuters,,
1775,171,888,0,reuters,,
1776,726,104,1,mueller,,
1777,545,104,1,mueller,,
1778,98,104,1,reg-no,,
1779,657,702,1,reg-no,,
1780,657,1435,0,reg-no,,
1781,657,647,0,reg-no,,
1782,657,1538,0,reg-no,,
1783,653,104,1,mueller,,
1784,310,1435,1,mueller,,
1785,310,1538,0,mueller,,
1786,310,702,0,mueller,,
1787,572,104,1,mueller,,
1788,604,486,1,mue-rom,,
1790,801,2001,1,mueller,,
1792,579,1277,1,mue-rom,,
1793,579,191,0,mue-rom,,
1794,579,983,0,mue-rom,,
1795,579,676,0,mue-rom,,
1796,495,191,0,mue-rom,,
1797,495,581,0,mue-rom,,
1798,405,422,1,mue-rom,,
1799,735,887,0,mue-rom,,
1800,444,887,0,mue-rom,,
1801,214,1661,0,mueller,,
1802,584,675,0,,,
1803,584,1446,0,,,
1804,584,48,1,,,
1805,267,48,1,,,
1806,267,1446,0,,,
1807,267,675,0,,,
1808,546,675,0,,,
1809,512,675,0,,,
1810,512,48,0,,,
1811,214,1145,0,"mueller, afp",Republicans (UDR) threatened to resign in mid December over a proposal of PM D'Alema to add the Democrats (ID) to the coaliton (AFP).,
1812,522,399,0,reuters,,
1813,522,961,0,reuters,,Information about party seats missing -- no data on party_change
1814,239,399,0,ejpr,,
1815,239,961,0,ejpr,,
1816,469,526,1,mue-rom,,
1817,469,521,0,mue-rom,,
1818,469,550,0,mue-rom,,
1819,535,811,1,mue-rom,,
1820,535,1043,0,mue-rom,,
1821,535,466,0,mue-rom,,
1822,132,1758,0,reuters,,
1823,132,369,1,reuters,,
1825,68,696,0,afp,,
1826,68,1691,0,afp,,
1827,730,726,1,afp,,
1828,730,1758,0,afp,,
1829,730,1544,0,afp,,
1830,730,1691,0,,,
1831,226,629,0,mue-rom,,
1832,226,664,1,mue-rom,,
1833,194,1355,1,mue-rom,,
1834,357,629,1,ejpr,,
1835,18,629,1,mue-rom,,
1836,754,528,1,mue-rom,,
1837,754,987,0,mue-rom,,
1838,754,207,0,mue-rom,,
1845,567,226,0,ejpr,,
1846,823,51,1,reuters,,
1847,823,1436,0,reuters,,
1848,109,133,1,w,,
1849,28,1015,1,mue-rom,,
1850,28,419,0,nyt,PM Popescu-Tariceanu fired ministers from the Democratic Party following conflict with president Băsescu.,
1851,28,948,0,mue-rom,,
1852,171,761,1,reuters,,
1853,314,44,1,,,
1854,314,1359,0,,,
1855,399,1061,1,,,
1856,436,1061,0,,,
1857,420,1142,1,mue-rom,,
1858,420,1072,0,conrad,,
1859,592,1142,1,mue-rom,,
1860,719,1142,1,mue-rom,,
1861,719,1072,0,mue-rom,,
1862,817,1228,0,mue-rom,,
1863,269,220,1,,,
1864,269,1072,0,,,
1865,269,1142,0,,,
1866,527,16,0,,,
1867,527,1371,0,,,
1869,145,1252,1,mue-rom,,
1870,145,683,0,mue-rom,,
1871,145,706,0,conrad,Party withdrew from coaliton on 26 January 1996 after PM Drnovsek called for the resignation of Economic Minister Maks Tajnikar without consulting the party.,
1872,562,1252,1,mue-rom,,
1873,562,683,0,mue-rom,,
1874,292,1252,1,mue-rom,,
1875,292,706,0,mue-rom,,
1876,292,1587,0,mue-rom,,
1877,262,1245,0,,,
1878,262,440,0,,,
1879,262,19,0,,,
1880,165,440,0,,,
1881,835,829,1,mue-rom,,
1882,835,1245,0,mue-rom,,
1883,835,1123,0,mue-rom,,
1884,706,1591,1,mue-rom,,
1886,601,1234,1,,,
1887,601,701,0,,,
1888,454,1441,0,,,
1889,454,1358,1,,,
1890,721,1358,1,,,
1891,716,1358,1,,,
1892,472,808,1,,,
1893,472,543,0,,,
1894,472,1180,0,,,
1895,805,1541,1,,,
1896,157,1567,1,,,
1897,551,104,1,,,
1898,551,81,0,,,
1899,551,702,0,,,
1900,374,439,1,bbc,,
1901,154,156,0,mueller,,
1902,224,1338,1,,,
1903,858,725,1,,,
1904,178,1411,1,,,
1905,178,184,0,,,
1906,288,184,0,,,
1907,288,1411,1,,,
1908,780,1193,1,,,
1910,431,1310,1,,,
1911,431,915,0,,,
1912,431,1378,0,,,
1913,431,1192,0,,,
1914,431,1110,0,bbc,Party withdrew from coalition on 22 April 2010 in conflict over voting rights in a bilingual district near Brussels.,
1915,537,958,1,reuters,,
1916,537,948,0,reuters,,
1917,61,104,1,mueller,,
1918,44,997,1,,,
1919,357,838,0,ejpr,,
1920,18,838,0,ejpr,,
1921,715,830,1,,,
1922,710,830,0,,,
1923,710,761,1,,,
1924,710,1015,0,,,
1925,710,1639,0,,,
1926,710,1299,0,,,
1927,605,664,1,,,
1928,652,235,1,,,
1929,652,1206,0,,,
1930,750,368,1,,,
1931,327,368,1,,,
1934,791,1119,1,,,
1935,860,1119,1,,,
1936,332,1119,1,,,
1937,143,1119,1,,,
1938,707,1119,1,,,
1939,391,1119,1,,,
1940,856,94,1,mueller,,
1941,856,1292,0,mueller,,
1942,856,395,0,mueller,,
1943,856,1219,0,mueller,,
1944,631,94,1,mueller,,
1947,631,1219,0,mueller,,
1949,631,1108,0,valt,,
1950,492,94,0,valt,,
1951,492,395,1,valt,,
1952,492,1292,0,valt,,
1953,492,1219,0,valt,,
1954,34,395,1,valt,,
1955,34,94,0,valt,,
1956,34,585,0,valt,,
1957,34,1219,0,valt,,
